# Transit & Flow - applied migration manifest
# Generated from supabase_migrations.schema_migrations on project kjooyhvynkzuvsixsutt.
# This file is the authoritative record of what has been APPLIED to production.
# It is NOT a substitute for the migration SQL itself. See docs/CI_REPOSITORY_FIDELITY.md.
#
# checksum      = md5(array_to_string(statements, E'\n'))
# code_checksum = md5 of the same text after normalisation: trailing whitespace
#                 stripped from every line, then blank lines and whole-line SQL
#                 comments (lines whose first two non-space characters are --)
#                 removed, then the remaining lines rejoined with \n.
# bytes         = length(array_to_string(statements, E'\n'))
#
# Every row currently has statements=1, so the checksum is over the exact SQL text
# that was submitted to the database, with no trailing newline.
#
# The two checksums separate two different kinds of divergence between a
# repository file and what production actually ran:
#   checksum matches                      -> EXACT
#   checksum differs, code_checksum equal -> COMMENT_DRIFT  (prose only)
#   both differ                           -> CODE_DRIFT     (executable text)
# CODE_DRIFT fails the build unless the pair is registered in MANIFEST_EXCEPTIONS.tsv.
#
# Columns: ordinal<TAB>version<TAB>name<TAB>statements<TAB>checksum<TAB>bytes<TAB>code_checksum
ordinal	version	name	statements	checksum	bytes	code_checksum
13	20260717173721	tf_rls_02_enable_and_core_policies	1	0cfced27744a5839a177992c310c7f37	8903	2ec0485398f98e57ead2b79808ca606d
14	20260717173822	tf_rls_03_external_party	1	673ee854077bf48b6cf4a1483c5389f3	9891	ad8fe62fe505ff3dce9fba4650e05e7d
15	20260717173942	tf_rls_04_roles_permissions	1	3aa2389026292fdd4bd196c952cbf239	16896	a6780ea48e80ad187207bb36359f70e9
16	20260717174227	tf_seed_01_org_vendors_applications	1	3fe2f646c6daa3bbd94bcc40e804d33f	15166	3fe2f646c6daa3bbd94bcc40e804d33f
17	20260717174410	tf_seed_02_compliance_partners_jobs	1	3d460544e68800693bf19a9cbe6222cf	14326	3d460544e68800693bf19a9cbe6222cf
18	20260717174546	tf_seed_03_estimate_completion	1	60e21072ad41c7f2a4a4df73e47fdd8d	15571	60e21072ad41c7f2a4a4df73e47fdd8d
19	20260717174640	tf_seed_04_holds_sops_integrations	1	f3b26c5eaa1539358690558959f18d0f	7424	f3b26c5eaa1539358690558959f18d0f
20	20260717204018	import_quickbooks_invoices	1	ba3bd34b47f436ced84e77dcf9f9a567	6315	ba3bd34b47f436ced84e77dcf9f9a567
21	20260717204816	payout_readiness_engine	1	9bc46a9ae9a40bf03a56c72f727e79ca	4759	8695fd5fba0020d6d6a901628b9193a6
22	20260718005353	provision_service_divisions	1	45de67fb996675557061eb29e567c6fc	3766	f2042767de3dded63d1d6c9115e19290
23	20260718005848	security_hardening_pass_1	1	41d3334506947810e82d2be7cb68dcaf	1437	4d8a658facaab91b0fd9a7153cbb14ea
24	20260718010345	restoration_drying_logs	1	95f7ed6d72255b259de5e33334848eec	4654	aa9b38a1d57f9cc0e8bf19f3433a6528
25	20260718010453	security_hardening_pass_2	1	be7216ada6a2b314f82209b30b1aed6d	1011	f88b991916afec23ed1ea79cce22d884
26	20260718012110	add_openphone_provider	1	3dc4c743e0cd66353029fad26f60a1cb	75	3dc4c743e0cd66353029fad26f60a1cb
27	20260718012128	communications_layer_quo	1	57250da37935829a7d8c2ae052f95a2d	2959	6b97877f3043b73d94d6a427098a747d
28	20260718013139	sms_engagement_engine	1	6be859cad1b863f35f6f015da6e3adf2	9062	bc7c1f5265c2e7b8d5d2507f1fdf211d
29	20260718014337	job_photos_storage	1	522534e83b0e2642b2027606dc5c614d	1670	381441d9007e94b752a08d4731427e5c
30	20260718015045	auto_close_paid_jobs_engine	1	523845bcddc1eeede66eb1bfe027c623	4305	d8fb8b14b9aa0d80c7799e001cbac18d
31	20260718015426	require_findings_before_completion	1	71cdfb355c8d0eb3f17ea9c0f9f1e04b	2045	c3c9fccc0f41c07a90808c2cda94b861
32	20260718020636	eta_accountability_engine	1	c3ba753be293d3c56936f482f46f1572	4727	523bd985edfd0af67cf41289ccbe9396
33	20260718022139	technician_job_marketplace	1	c04bc97b1d0ec31e13a0b0e7fdad8e14	3420	071f10c288dd292063597794090d943c
34	20260718022215	marketplace_offer_and_claim_functions	1	c4489f336c919b222216476d268ec7b0	6571	fefd128f98bd826d2107697d369825cf
35	20260718022851	all_trades_and_arrival_sla	1	c8481bdba158ae179fcff7b68f536efc	5241	183ceb2d37d97439eca6d70d294d35ad
36	20260718023253	customer_arrival_window	1	327300ff97329a6ad3d6a60168fca637	5758	5c4eb8693c1657e1d9f3643f393a72e1
37	20260718024620	late_penalty_15pct	1	0b44d9bcbeca4528b1e95abdb46aad97	4368	8840b2c81fc28d4a492172fe74bbedba
38	20260718025154	job_prep_intake_engine	1	068f3d69775165982de3c4a4b7848451	6629	76e6a14ec4072dedb9a8eb35d92a51e4
39	20260718070548	marketplace_auto_dispatch	1	118f15f14684804e655c825e8a27eebf	2385	6fc8b272db5c86a47c2bc48d06f0603b
40	20260718073610	late_penalty_enforcement	1	1ef16651acb53134dabec172cb84399a	8392	94309fc529500f4a0119d76814b499de
41	20260718074515	review_gating_engine	1	cc44b13b63857fbda59a958783d5ed0c	6326	d131c66391712a86496055457667a927
42	20260718075623	owner_dashboard_rpc	1	2d3a82f8093c25abb7439db25bd45da6	7008	90d9c68599e03c546865eed8684dcaef
43	20260718082648	rating_capture_by_phone	1	bb30e91f47b33199684e6dcda9e9e272	1856	41ebaed1f3181d289cb183c5fdaadcce
44	20260718083953	customer_dedup_merge_fn	1	31d3e0786b23585c962397df4f5a9c5f	3531	007e7a873c1f24eba5d4aa11e5b74e68
45	20260718084132	customer_dedup_merge_fn_v2	1	660cfc7b38e4ae24fbbd968e52ca6850	4907	30e507aaa69c54d5b6126404c4532bad
46	20260718090419	omnichannel_cx_foundation	1	cb463067003e41161195e3fc81effccb	8490	a971b688a6d702f4eae5456f807e7da9
47	20260718091147	lead_intake_rpc	1	738d414c12008dfcc410d8ea01211b7f	3643	5ed03d94ef2336a69c2e2c9d6e5798e9
48	20260718111614	lead_from_job_rpc	1	3da29abbc356d7802920a1745a8907d3	3000	834ef1f35e96ba520bf892f1c3d09a39
49	20260718114043	job_to_lead_trigger_and_followups	1	8bde8017a3a5b5c89ef4f65fa6e0cdaf	3148	55e3352151b920f50ab7ca2240db5905
50	20260718115019	automation_execution_engine	1	2df0f5afb2b51a4511b238685ac2cb17	6331	fed55300b2b2fe9b59f198c5ce892c57
51	20260718115432	branded_prep_link_domain	1	3b38a0ba68becc2f160544c1301711bc	4271	6925b4980869d651d7a0e3d30d5261fb
52	20260718115644	followup_sequence_execution	1	3ab0d377e11f92ed269342e043a824c6	7591	505d8c89969ef1ef7c7d8fe730b3bb99
53	20260718121645	cx_metrics_rpc	1	b5a2dcf18374412636d149631f71a3a2	5653	25359b24915324f1db6db789cfba1c01
54	20260718122533	ai_mode_first_response	1	93d549e08b9a4dc4566cdf547bbb5add	6879	0ce1fd5031e2899004fcb9b64ba33363
55	20260718123906	ai_booking_flag	1	6b8efb6f5983c5b2c5c11d0f09a46c51	473	cee8e416ec2b04857dd78b1ab78299c4
56	20260718125939	ai_line_number_config	1	e490ace4d06b87ff80f285fadb7bf2fa	383	afa3c35b7975dff2e8fc815b2761772f
57	20260718131725	ai_agent_intake_foundation	1	1fc4227bd212ae59346750a474666dee	3988	7b480d8382ae0a437bdbdc1da0cd4d63
58	20260718133522	tf_run_site_ingest_rpc	1	c0240a50b0da9eb0e391dc66e53b2fda	1146	338a000dd593cf7edd39a4253c33a05d
59	20260718135451	ai_booking_kickoff_sweep	1	6297ebb00683238c8cbc23afc67cc913	3258	23f8d9521273f829db566f7fc9681e6a
60	20260718135717	ai_booking_kickoff_sweep_v2	1	37c7ca40a49fc24641236ec752dd59e5	2420	615ba57aad0e3188f5240ef5096dc962
61	20260718144524	nav_counts_rpc	1	aef66e6eb89dc9d81b6336aa42dd2df2	1315	98c992223a77844eb20e1e3cb4fd00ac
62	20260718145811	metrics_export_cron_and_rpc	1	1f23d5aa6b73114428d7ec3cc1c794f4	2055	ed98f9df1068da703cfc27657186e3a8
63	20260718151054	reviews_and_draft_rpc	1	90212cfa4f2845960b7ad6b0303d1760	2587	0172bf495f49f76c2f1ee48472aef521
64	20260718154813	divisions_and_scope_to_quote_prompts	1	4fe21acd6b124761fb75cd8cfdf89086	6564	a534d44325930097031075c823e45ec1
65	20260718155633	full_division_catalog_and_prompts	1	aaa739cd46fba592519fdfe704014c63	6942	1d3723620d128d242614f755e54afe78
66	20260718164456	full_site_catalog_divisions	1	58fe82ec16a71629dc283831ec45191d	8941	4562320c249628b7dcf0a60e455ffd3a
67	20260718170016	branded_tf_job_numbers	1	af9fd857658885cee47378ac2863971c	2085	eb041c6f8fb10ec03da281554cffb03e
68	20260718181335	missed_call_textback_flag	1	97c328b138e053c2c4aa1478afad7401	531	97c328b138e053c2c4aa1478afad7401
69	20260718185753	branded_tf_estimate_numbers	1	76cd4ce06569d9a679a54867e0528ae9	1281	a32e831d46786656a7478354ab14cda3
70	20260718190458	lock_down_estimate_number_trigger_fn	1	bf3d81d32980cdfd7540fe67ad813441	266	fe587d6a9aefa880f15b64dd0a27f2b5
71	20260718201930	estimate_approve_hcp_flag	1	10f38185f6b8516d9ad91d3a7942e006	404	e85d16dda064389067bce8020418ad31
72	20260718205842	job_prep_dedupe_cooldown	1	15f20ddd71bd27d84e776124869d7d03	4375	09e45e9beb09a94750de5e7e5b1e2afb
73	20260718211214	slack_command_center_foundation	1	2d5491bcca52506a35ac9391bdb495c9	1873	9ad163910dc7693bede54d5a7779a4b4
74	20260718211329	slack_sweep_cron	1	3cbdd72bb057eb0a83783ef5537475e6	540	3cbdd72bb057eb0a83783ef5537475e6
75	20260718215457	ops_report_engine	1	a9462bc16c324754e023c4739425bfb9	5226	9e94dcc29119b0dfcf9b73bc7adce473
76	20260718215857	ops_report_schedules	1	1c6702808f8f1a11375bab3803a19b83	763	2acc4550e8317c048a32606af80e17a3
77	20260718222734	hcp_tech_attribution_columns	1	684201220b8997763af41fb6d415b5ed	402	c23e0ae0007313f8b43127947515ddb3
78	20260718223225	ops_report_use_assigned_tech	1	282c1be5c4a5d58a82af796aaf3b57b9	4817	cf89e4f7193bf54f9d9322ddd3a01522
79	20260718223419	hcp_tech_sync_cron	1	28ef8559aa21eb9d9833d70bed7a9841	663	dcc7fc5e1572dd5883df003756549b70
80	20260718234753	fix_duplicate_hcp_jobs	1	b41d2a07040d6b8bba005bd192493914	5434	d457400f7b4ef0caeb2ab7bcba8680f1
81	20260719001600	ops_report_trend_deltas	1	acd8b19595a1d072434f4b06d1d7059d	6291	0cb1f3edb0c055b90ecb747169d27750
82	20260719001642	ops_report_trend_deltas_fix	1	a79f27bbf155070141de0813774486de	6216	4112cf140ccc71c455890b1e7974201d
83	20260719001851	payroll_commission_and_margin_reports	1	957938768bc18d7a6772a03ce7394fad	7404	c2e7bd7a101960f2418a7ed25d05989f
84	20260719002412	per_tech_commission_tiers_v2	1	63fd0b676556d494ffc2d3dcfcbbf247	7568	b55714c38696240f7fe23303a19100b6
85	20260719010733	fair_credit_refund_requests	1	a276d936f027092a826c622548caa97e	977	ec19edb0f28d430eb780483fdc530065
86	20260719011924	twilio_live_connect_foundation	1	bd2e2ae7c91e17ef22d0323279421db1	616	bff33d91fc417ddc670ad2d95f181aa7
87	20260719071122	studio_module_core_schema	1	d80017c2003f5c07768d91791dbdebb5	18401	11c0e80d40abbeff8942f4df2c1bc163
88	20260719071155	studio_module_rls_and_storage	1	f3bfbcbafa2f1c6583f6da6a2d2e3d70	10297	c7a060ccf5956aeade5897be5dfef191
89	20260719071244	studio_module_seed_plans_categories_pricing	1	3ee5e48ad91a3db585341b3330419cf2	10427	7bf51101ceca7b32c422544e544d531e
90	20260719071440	studio_module_seed_product_catalog	1	14ac2e5a263c39fc83dc18755f360eb0	19531	40f3022ed1b858d7b91203b303ef20e4
91	20260719083002	studio_events_event_alias	1	ee75dfa0ee48781628b1b237554a927c	292	851037a0abe8f3e20ceec659dd98c7c5
92	20260719143750	studio_catalog_depth_expansion	1	6b9c15a70e654c765a385bd4d85d1a1b	6662	b7f478f0c7a42c34e6fe54b98e7c54b3
93	20260719143805	studio_hygiene_triggers_and_analytics_view	1	4f198a38f1372efdca0d88d23b1b7677	2210	dfde6c5322262fdd80bed1616d09815f
94	20260719143815	studio_views_security_invoker	1	f7c7247c098e8fbc5fefe129c934db50	224	11c5e53aadbad7be830a671704a0a30a
95	20260719143933	studio_harden_trigger_and_events_policy	1	2ee4de31ebd75f81f75e370c05c89f18	646	9e0763fb0fa25879a27076f477a30b72
96	20260719144202	studio_fix_table_grants	1	f71f2e1d261a4808ac9c586098b91d3d	1358	ce04f32299a11b4ac3eaaef9f03a88d5
97	20260719145639	studio_guest_teaser_pricing_access	1	36705e078c89425525bad2e639dd0239	968	b1ebb9635b32e0ef7a82e0db72e21d0d
98	20260719162510	studio_expert_review_bridge_fixes	1	3efd4503735823c06be04778af66e922	2609	a7bb48f37b1660717ff5f97b84b84b0c
99	20260719171928	studio_renter_support	1	d5b2ac1b0040b8ecb95706f56ea26f2b	523	7ae673fab6e35719b58d9e82e22e0d46
100	20260719232318	studio_preferred_retailers	1	17c9ca944aadfb1d9e7903edd8f810c2	1170	1a44710f2032f6457e86307be18e4687
101	20260719232951	studio_preferred_brands_by_category	1	4ea17024c0abe76111d4b287b39e56ca	2766	ba01191abe5714ea0afd0bbe6869150a
102	20260719235109	studio_trade_brands	1	566e3d65d9fbfe20389cdd63fc909f11	1511	b87640e93d2b43f54f09de16419dbb2d
103	20260721101137	index_unindexed_foreign_keys	1	5dce174c4c508b6473771156028ca841	1063	5dce174c4c508b6473771156028ca841
104	20260721101600	create_brand_logos_public_bucket	1	c75f47f05684296daf9c4807b751ccf7	816	78bf1c05acbeec17308047c1bc44ce8e
105	20260721101641	lockdown_brand_logos_bucket	1	bad75397317eb0bddd2654f381f546ad	198	5646d1dcf709f1cbe13a0e948cf25e52
106	20260721101923	fk_index_cleanup_and_complete	1	683087f398ad30d6aaf0dfcc876fe3b4	1698	4c0b63078ac9d5282ea83428bc2b1b74
107	20260721103015	temp_insert_for_verify_upload	1	8303cae50346d329915a35cf9d43258c	110	8303cae50346d329915a35cf9d43258c
108	20260721103513	drop_legacy_scaffold_2026	1	102d3a029c418c42b108160e29531d9a	440	7dab7e77a8d1ad8d6ce1930c1b695093
109	20260721103808	temp_delete_verify_file	1	2d6092c9813f03f5adb75235cd2d1277	104	2d6092c9813f03f5adb75235cd2d1277
110	20260721103827	final_lockdown_brand_logos_bucket	1	61606d4303c1faa20b3119e33767f5ed	209	d8b1526c529c83a55d069610ae085569
111	20260721104137	rls_initplan_optimize_auth_calls	1	2c32808fc2a2fbe93c242d2dec80c2e6	1422	2c32808fc2a2fbe93c242d2dec80c2e6
112	20260721104538	executive_snapshot_rpc	1	38ad190d452ff46d04bdfa57beec13c8	5033	301eb2c424678adffd57436c08a3de22
113	20260721110519	rls_consolidate_permissive_same_cmd	1	71e6c7ec629631f8cd1ba371d06d9a0b	4459	26a5b15a34d6efaef581214b40c34c53
114	20260721112537	rls_phaseB_tranche1_forall_split	1	3777c95510ad647b8983b437dd3f5442	22293	e4613b8d44d597271c0ac7e369f6ccaf
115	20260721112826	rls_phaseB_tranche2_rbac_financial	1	b30e9d1ff8ff7d7c73398632597db912	11310	ba48e0f04b5362e791e13f19189d2907
116	20260721113344	rls_phaseB_tranche3_studio_catalog	1	3f9f68b3731b7cc6edab156b9be4754e	2749	8cf218e7832923dc00f67e4e259d2cea
117	20260721125954	twilio_setup_secret_helpers	1	f8a12fa3d1082d268fbd1ae9034fc45c	1661	b3b7f334b06fe3d9cea6d19521e3af62
118	20260722084826	twilio_live_connect_credentials	1	dccdf1b5603b2d2a99b0b743a5d9682c	727	4f9c663ea71e85455ba4f0ff8743f855
119	20260722085319	launch_security_lockdown_definer_helpers	1	a1754e4bc859b3466394a10e2d42f4f2	988	6aedefb2e4db60f115c23c612d71c9eb
120	20260722233057	temp_insert_brand_logos_batch2	1	d89fe103cc66ee27e1dbaeb685cdf971	110	d89fe103cc66ee27e1dbaeb685cdf971
121	20260722233131	lockdown_brand_logos_batch2	1	b66bf973b9a8734bcd9ca84fde6f3987	68	b66bf973b9a8734bcd9ca84fde6f3987
122	20260722233203	align_roster_with_website_partners	1	2af53c2dbed04105c7b9562620d94a9d	945	3f7c812c3e17a734818e4b9a5adc7998
123	20260723084026	qb_finance_sync_schema	1	2d2a624c4454e13958b9b3d4ac338387	4999	cbedcd67f50ae7cb9d6d67afb4f87167
124	20260723095858	tf_ops_report_qb_accurate	1	94bb2927e2118c4ad5f131bcba9845cc	8771	44e8eca52fe0a684340097bcfbaff41f
125	20260723154229	tf_clickup_pending_apps_helper	1	8b397b044c3c1ef2877ea9b21066d4fb	796	8b397b044c3c1ef2877ea9b21066d4fb
126	20260723180020	lead_economics_and_true_margin	1	4822e8533145703929dcc98626017334	4751	5e43bc67c88169b31cd85a00c79b01b2
127	20260723180134	tf_ops_report_true_margin	1	3385957ecfcad67237d3ff47a8d559f5	9744	e7a143275de2c6cc70591920730294d2
128	20260723183703	tf_sop_reminder	1	ec2a989547665841d1b33c5cd7ac3440	3142	e599da0aaff8e29ee38f95a9f1b887e4
129	20260723204433	tf_system_health_monitor	1	b835bb113da28412d36e85ec9b9ce75d	4457	65c0cd4a9613c40f5194f51345558102
130	20260723204626	fix_hcp_sync_incremental_on_conflict	1	34039b40b78c45362e4fa643a84842a1	6343	178a1b8dec45d89273297b0115b58990
131	20260723204852	harden_function_execute_grants	1	f4369d70d8a7e96689de40af926b5a66	1510	2757bbb5e81be6c029bbb4b6cd3a5406
132	20260723204951	index_lead_spend_fk	1	ecb7928bcabc8bcece92eb7cfdd3cf51	86	ecb7928bcabc8bcece92eb7cfdd3cf51
133	20260723205715	system_health_status_page_backend	1	cbe50769d54166917f9201b3b856ad90	7299	c4424a4694041081c832e02dc17041d9
134	20260723205850	health_hcp_freshness_signal	1	a5fdd7c98538183f7a066bc752f1dac5	6854	95d57aba3fb934108b42a5a876542f75
135	20260723213829	property_management_domain	1	84f28a3d5d9384bfa23b4675d0a5d4d4	7758	9cd20176e70a7805ba2d6b7831cb10e6
136	20260723214459	pm_maintenance_to_work_order_bridge	1	bdcb1099985f32a6f0c94014269ee345	6607	6070ed192938b16cb2f59acb4c3d5cbd
137	20260723214527	pm_bridge_fix_nte_reference	1	6e735ec80a48fe185dc4b9383080e313	4244	1ab261618c6afe637d571d4d08b54433
138	20260723214710	pm_bridge_fix_authz_signature	1	92831cc4732fed76e8066f19beacf438	4302	a070176b5b2b0e526c263e1447077d33
139	20260723214740	pm_bridge_fix_customer_source_enum	1	1342f4966da46666e70ee35e79e512d1	4298	236d19f3f5cdbe463e812b0362f265db
140	20260723214939	tf_system_health_add_pm_component	1	ab94dacb38f11b2a308666b564519511	8193	e18178eecb78c06c89eb6a89f9ee67ab
141	20260723215357	hcp_sync_dedupe_mapping_inserts	1	be3616cf0dd59ea32fe3a7aa7e4d527a	6515	c629de2546a316746e058172d2580028
142	20260723215442	hcp_sync_dedupe_mapping_inserts_fix	1	8aecbc1f7a2e45ce37989cf78d63775c	6350	3b37311f96615c08f551e00cb28ab84a
143	20260723215550	hcp_sync_map_only_active_rows	1	dc16502ad06b5f4710c6627eaf0e9416	6485	5bf60fad92f566216bdcd5a969cc0891
144	20260723220427	pm_portal_auth_linkage	1	480b76b790e48cc5de601b99464f3397	1691	8d6c25324b9e8d37ae88eec6a2f59f58
145	20260723220458	pm_portal_rls_policies	1	7baf5dac19950afa9f293f60eee6578d	2828	4efad98fce4f45867a55d907b3495c64
146	20260723220646	pm_portal_rls_fix_recursion	1	fbb03e6fa0248ea0a71aa23cc2924e8a	2875	ae8319acf2a2015ccc71474a28ad85ac
147	20260723222906	pm_portal_phase2_owner_approve_and_wo_visibility	1	3d4e77db73e2ea045bccaf3625f749e0	3145	604250bdc9dd4467d2738df7563b3b36
148	20260723222922	pm_rent_payments_scaffold	1	ce0aad6dd80f45c4192b9d97f438a21c	2867	2dce9a1fbc617744acbf74e03146ce7d
149	20260723224141	tf_rent_payments_enabled_flag_rpc	1	c856a15abe9fb861df5e36d183e6c3f6	615	948de7e1d8326559c49417b4bb1f36d7
150	20260723234850	pm_bridge_authz_allow_unit_owner	1	3a6c8ccb0f97f6cd8ef8f2180224034a	4612	b9c9bd8b28a36842d55b728d861aaf1d
151	20260723235516	pm_owner_statement_generation	1	04081c3fa8431706b7002dfc88b5e369	4496	04f0fc7e797d7f03c610eff3991c6eec
152	20260724000838	document_template_system_core	1	fff26fd0518219a08d8d1a388a559b89	4434	e57f475cf6edccc35f4fca69068f757f
153	20260724000942	document_template_render_engine	1	1546c4fd1bb5c8849ea9c9f4cbf3244a	5933	6064fb70d75b0a139847530719e8b178
154	20260724001028	document_templates_and_shortcodes_seed	1	662faf571e6d7413e5886ee47ffbe8f5	5462	0a30c9e76b38dbeed71507937e7ad9d8
155	20260724001129	document_templates_seed_bodies	1	6be2fa61f5be3cf92deea0da1b0c894e	11358	87cf746c30ade380da755bd4a13959ce
156	20260724064413	pm_fk_covering_indexes	1	55ffa10a190173d9490d211f9131cc48	893	347d3afeb21cb13c354c58a4b09d6e6e
157	20260724064511	pm_fk_leading_indexes	1	f4a4ee2349c06403f101d67646037cd2	506	465dd95410213c1c5b69af03247d3c2c
158	20260724064548	tf_data_quality_audit	1	1b5ecc4d2f105414fecd9036a0a820a7	3329	dfdb18eb1d8346b2498f52f6f7cd29a4
159	20260724064647	tf_system_health_add_data_quality	1	81de2a4e8a461af0687dfa2a7b2878cc	8942	39c03acebc82e79a37e5bde62bcb69f8
160	20260724111223	user_auth_methods_model	1	6474a01c9a8b82fb695a69e167d0b024	1971	6a0bea9d3aacbe323b07cba1aa974c1c
161	20260724115239	security_autoharden_engine	1	f951e9de5a3ba2f9bbb6f5932b1a38cc	3976	67ac7357bacf54209ed5025312df40d0
162	20260724115329	security_autoharden_fix_public_grant	1	ab536faaee9acc35535ea9ccb4450bc8	1667	dfb278ecba561fbabbe4f0ed99bec340
163	20260724115535	tf_system_health_add_security	1	cee9abaf12eaca5659c8af2d48d568cd	9878	317c3669562175c3bfadccf3ebf14ef1
164	20260724115656	harden_tf_fill_shortcodes_search_path	1	6c9c039942b0c915d4ca69e5860ee612	800	d554df75cb5457dfc19a38f0adb7d3d6
165	20260724213447	tf_system_health_qb_degraded_semantics	1	688e5dcb6edd0897c17bbbe863b0a220	10182	e5b33aa3fe96fa9b07b13ef5851cd174
166	20260724220708	integration_settings_dedup_and_health_hardening	1	3528fbb2493d8acc8d9b63cd2f4c32e6	11677	e98fe2b7fa3672cc1e9c9716ba0ccbdc
167	20260724220737	tf_integration_watchdog	1	5f09b75ac430cc8ccd717a15888676ee	5658	2d57134e139b5c0511ae1d009e4cfc56
168	20260724224124	grc_it_controls_register	1	3d941b52fdb6198991a6fcb4d96fc4cc	6256	3d1707f3d9af03816cc90cd42d0efe2f
169	20260724224153	tf_controls_evaluate	1	79389fd78d5ec332616cc5f8ddb7fa0c	5283	0d17e1d3e45ce445014d8dfc787e0683
170	20260724224225	grc_access_reviews	1	33c97d55dc640607d1b0fc02967d32eb	5273	39093682e0f3cb0e4c5296804525e6ad
171	20260724224256	grc_service_slos	1	ac701a196410f8a9acecf8389374595a	3302	36a03b0380adf63434be350c77ce5251
172	20260724224332	tf_it_governance_report_and_crons	1	e09f65712ba691f2efd87d4f8928660a	4118	12015afca5d06063589de9cf51ff7d6b
173	20260724224440	tf_controls_evaluate_distinct_accounts	1	87214be8f4da5df0e026c6647f93b7d3	5320	ec7fbf17d692fdfa4d9a97aa3a8536ac
174	20260724225908	auto_ticket_registry_and_producers	1	7f821a8f40e4299c9a539014fc9ba540	6395	a4c73149c2dc1de2001d250c275d6f5c
175	20260724225950	tf_integration_watchdog_autoticket_wiring	1	e26add6f7cd4829126e646aca4f96264	6542	f851e673ce0a9657143a547277a78394
176	20260724235924	tf_platform_overview	1	7d5741ad54a39b6cc8cda1e1970131d5	3758	176d0cefcc61296a3d0d5ef688da0cd6
177	20260725001549	tf_system_health_clickup_error_awareness	1	3ed7ef12e76eef888323b5ed70a49569	10667	3d1edae7d2d5f806598c2ab68d1fb12a
178	20260725002103	cygeus_0001_init_tenancy_identity_rbac	1	8e03013caa5048a1a6b22c2e2ff680f8	9593	a8e7677a4d62b6fbe80398fbb33424fd
179	20260725002151	cygeus_0002_workflows_agents_knowledge_events	1	7971fc4c3bcb2251ccc35952f3eaa1da	12796	19eccd88175eb86eb5007efdd4d85148
180	20260725002302	cygeus_0003_grants_for_api_roles	1	ce372bc75458a66a7a4afa812237ba8d	859	5dd132d71a0383faa5da9c3a432d0776
181	20260725002435	cygeus_0004_fix_has_permission_security_definer	1	656110e72e75c0b0fa17c1f3371a0f7e	1244	30b8f54c3fb4cfe262448d802b8b0f71
